"Season","Period","URL","Datetime","Tweet Id","Text","Username","Replies","Retweets","Likes","Location","Followers","Friends","Source"
"season19/20","period1","https://twitter.com/voetbalflitsen/status/1198385598429630469","2019-11-23 23:39:26+00:00","1198385598429630469","PROGRAMMA, #EREDIVISIE-ZONDAG
#FCGroningen-#Feyenoord
#PSV-#scHeerenveen
#RKC-#FCEmmen
#Sparta-#Vitesse
#VVV-#FCTwente

#grofey #psvhee #rkcemm #spavit #vvvtwe https://t.co/9Iskk9uWZn","voetbalflitsen","0","2","0","","103669","328","<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>"
"season19/20","period1","https://twitter.com/pimr/status/1198385170946150401","2019-11-23 23:37:44+00:00","1198385170946150401","Mafketel #VanBasten met een 'Sieg Heil'. Wat een pannenkoek. Ontslaan op staande voet #FoxSports aub. #HeraclesAlmelo #Wormuth #Heracles #siegheil","pimr","2","0","2","","21","336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/MarcelKokBeilen/status/1198381221337845760","2019-11-23 23:22:02+00:00","1198381221337845760","Neil Diamond - Sweet Caroline Lyrics https://t.co/7DSHSSlrqD via @YouTube #fcemmen 💪🏻👌🏻⚽️👍🏻⚽️🎶","MarcelKokBeilen","0","0","1","","624","3193","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/Robin_Lamberink/status/1198376681255428102","2019-11-23 23:04:00+00:00","1198376681255428102","MATCHDAY ! 
#VVVVenlo  - #FCTwente !
#COTE #FCT #vvvtwe https://t.co/GqBI0qLq9K","Robin_Lamberink","0","0","1","","269","491","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/fctwente/status/1198376601362280454","2019-11-23 23:03:41+00:00","1198376601362280454","😏 𝕀𝕋’𝕊 𝕋ℍ𝔸𝕋 𝕋𝕀𝕄𝔼 𝔸𝔾𝔸𝕀ℕ
🔴 𝙈𝘼𝙏𝘾𝙃𝘿𝘼𝙔
🤛🏻 𝙻𝙴𝚃’𝚂 𝙶𝙾 𝙱𝙾𝚈𝚂!

#fctwente #vvvtwe https://t.co/hHwqLZaVUH","fctwente","1","6","71","Enschede","124877","96","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/CalienteBooksMX/status/1198375674865692673","2019-11-23 23:00:00+00:00","1198375674865692673","¡A salir del bache! 🔥⚽ #PSV recibe al #Heerenveen, en busca de sacudirse la mala racha en la que cayeron en las últimas semanas en todas las competiciones ¡Ven al Book, apuesta y diviértete! https://t.co/b4eR61hFBB","CalienteBooksMX","0","0","0","Tijuana, Baja California","3361","603","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"season19/20","period1","https://twitter.com/NicoroBianchi/status/1198371073835905025","2019-11-23 22:41:43+00:00","1198371073835905025","アヤックス vs ヘラクレス🇳🇱⚽️
Ajax vs Heracles🇳🇱⚽️
#Eredivisie #ajax #heracles #エールディビジ #初観戦 

Special thanks @kjellafca1900 ✨👏🏻 場所: Johan Cruijff ArenA https://t.co/MyNccM8qMT","NicoroBianchi","0","0","2","TOKYO","937","559","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
"season19/20","period1","https://twitter.com/Visschtales/status/1198371034380021760","2019-11-23 22:41:33+00:00","1198371034380021760","Wat heeft @FerdiDelies toch een mooi boek geschreven: Van gammel hek naar stevig beton. Ga dat lezen! Zou bij iedereen die van voetbal houdt in de boekenkast moeten staan. #fcgroningen https://t.co/wisVc9SThN","Visschtales","1","2","18","Grunneger in Roffa","6574","809","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/AfricaEstadio/status/1198367024952598528","2019-11-23 22:25:37+00:00","1198367024952598528","Tres goles marroquíes en la #Eredivisie de #Holanda

Oussama Idrissi🇲🇦 #AZAlkmaar
Zakaria Labyad🇲🇦 #Ajax
Iliass Bel Hassani🇲🇦 #Zwolle https://t.co/Gsmp3okh8d","AfricaEstadio","0","0","0","","117","127","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/fcutrecht/status/1198366191196221440","2019-11-23 22:22:19+00:00","1198366191196221440","🗨 Mark van der Maarel over de nederlaag tegen AZ.

🎙 'Hadden in balbezit meer kunnen brengen' 

#fcutrecht #utraz #eredivisie #interview https://t.co/bcaBsY1uu2","fcutrecht","1","0","10","Stadion Galgenwaard, Utrecht","75954","44","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>"
"season19/20","period1","https://twitter.com/Soccernews_nl/status/1198366122623557633","2019-11-23 22:22:02+00:00","1198366122623557633","Dessers wijst naar Ajacied: ""Hoe kan dat? Het is echt bizar"" #ajaher #ajax #heracles https://t.co/PvTznLJnVm https://t.co/NwBwVlEJE4","Soccernews_nl","0","0","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period1","https://twitter.com/jobkl18/status/1198365946907377666","2019-11-23 22:21:20+00:00","1198365946907377666","Wat leest dit lekker weg na een gezellige avond in supp. home #fcgroningen bij de boekpresentatie van @FerdiDelies @SVFCG #herkenning #mijnclub ⚽️. https://t.co/vfeatjimtw","jobkl18","0","3","15","Nuis      Groningen","296","594","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/DePruim/status/1198365396019101696","2019-11-23 22:19:09+00:00","1198365396019101696","'Hé vogel! Doe mij een worst!' 
#FCUtrecht 
#fcuaz #studiosport","DePruim","0","0","0","West","19","52","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/fcutrecht/status/1198365309419298817","2019-11-23 22:18:48+00:00","1198365309419298817","🎥 Trainer/coach John van den Brom na de 0-3 nederlaag tegen AZ.

🗨 'Deze wedstrijd is beslist door momenten'

#fcutrecht #utraz #eredivisie https://t.co/fVpTcbW7Q4","fcutrecht","3","1","7","Stadion Galgenwaard, Utrecht","75954","44","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>"
"season19/20","period1","https://twitter.com/HeraclesAFeed/status/1198365219237617665","2019-11-23 22:18:27+00:00","1198365219237617665","FOX Sports neemt stelling in na bizarre actie Van Basten #heracles https://t.co/j2HVvc99UG","HeraclesAFeed","0","0","0","Almelo, Overijssel","138","326","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period1","https://twitter.com/Willem_II_Info/status/1198365117794209798","2019-11-23 22:18:03+00:00","1198365117794209798","Wereldgoal Goossens zorgt voor punt ADO Den Haag tegen Willem II https://t.co/bAJHb2hHC2 #willemii #willem2 #eredivisie","Willem_II_Info","0","0","0","","114","21","<a href=""http://www.headlines.nl/"" rel=""nofollow"">Headlines.nl</a>"
"season19/20","period1","https://twitter.com/SHeerenveenFeed/status/1198364994141917185","2019-11-23 22:17:33+00:00","1198364994141917185","FOX Sports neemt stelling in na bizarre actie Van Basten https://t.co/KNjSssrA3t #scheerenveen #heerenveen","SHeerenveenFeed","0","0","0","Heerenveen, Friesland","86","299","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period1","https://twitter.com/patrickjansen71/status/1198364795071877121","2019-11-23 22:16:46+00:00","1198364795071877121","3 punten het enige dat telt  #peczwolle Ik ben blij! 🍀🔵⚪️🍀","patrickjansen71","1","0","11","Zwolle","1345","2132","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/Erik_Koster/status/1198363202360360961","2019-11-23 22:10:26+00:00","1198363202360360961","En zo is het!!
99,99% van alle aanwezige toeschouwers/supporters denken er net zo over.
#PECZwolle #PECfor https://t.co/DzNcp7Dp0U","Erik_Koster","4","0","3","Lemmer","1419","149","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/Utrecht19701/status/1198362873375940609","2019-11-23 22:09:08+00:00","1198362873375940609","Terecht verloren vandaag van een erg efficiënt @AZAlkmaar #utraz #fcutrecht https://t.co/mjXSySHvk5","Utrecht19701","0","0","2","Utrecht, Nederland","62","184","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/HeraclesAFeed/status/1198361338608791553","2019-11-23 22:03:02+00:00","1198361338608791553","Dessers wijst naar Ajacied: ""Hoe kan dat? Het is echt bizar"" #heracles https://t.co/j2HVvc99UG","HeraclesAFeed","0","0","0","Almelo, Overijssel","138","326","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period1","https://twitter.com/RenataFCG/status/1198360883421949952","2019-11-23 22:01:13+00:00","1198360883421949952","Seizoenkaart #FCGroningen gevonden van ene Kluter, ingang: 1. Ligt bij de servicebalie Jumbo Foodmarkt Euroborg&gt;gevonden voorwerpen. RT=aardig","RenataFCG","3","38","1","Eenrum,'t Hogelaand,Nederland ","2076","3059","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/regio15/status/1198360277001093120","2019-11-23 21:58:49+00:00","1198360277001093120","Politie zojuist op linie bij de uitloop van #ADODenHaag. Er zouden twee supporters zijn gebeten door een politiehond. Twee ambulances ter plaatse. https://t.co/M3Y4dSp2d9","regio15","2","5","8","Haaglanden","172154","221","<a href=""http://www.regio15.nl"" rel=""nofollow"">DBgallery</a>"
"season19/20","period1","https://twitter.com/JaapSluis/status/1198360244965068805","2019-11-23 21:58:41+00:00","1198360244965068805","Terugblik op actie uit 1992(!) tegen #racisme in voetbal (samen met @johnschoorl, @MarceGoedhart en Marcel Hoenderdos). #Feyenoord #Ajax #KNVB https://t.co/sZ4jSU0S18","JaapSluis","0","4","1","Haarlem","773","1913","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/voetbalflitsen/status/1198359271592869890","2019-11-23 21:54:49+00:00","1198359271592869890","Gezien bij #adowil. John Goossens poetste vlak voor tijd de 2-3 achterstand weg weg met een regelrechte wereldgoal. Eindstand 3-3. Maar de onvrede over het technische beleid blijft bij #adodenhaag. https://t.co/zr1HSmWZaE","voetbalflitsen","0","1","0","","103669","328","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/VoetbalPrimeur/status/1198358567042142209","2019-11-23 21:52:01+00:00","1198358567042142209","Pure waanzin: bevlieging van Goossens tijdens ADO-Willem II, strak in de kruising : https://t.co/996jCAPAMz #ADODenHaag #WillemII","VoetbalPrimeur","0","1","0","","57283","465","<a href=""http://www.voetbalprimeur.nl"" rel=""nofollow"">VoetbalPrimeur.nl News API</a>"
"season19/20","period1","https://twitter.com/RoelKouwen/status/1198357947686039553","2019-11-23 21:49:33+00:00","1198357947686039553","Niets aan toe te voegen! 👇 #PECZwolle #zwofor https://t.co/CeD2dsgpKK","RoelKouwen","0","0","0","Nieuwleusen, gemeente Dalfsen","367","565","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/peczwolletv/status/1198357919777116161","2019-11-23 21:49:27+00:00","1198357919777116161","Nabeschouwing PEC Zwolle - Fortuna Sittard https://t.co/JQRFVODb6n #peczwolle #pecfor","peczwolletv","0","2","2","Zwolle","3105","1214","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"season19/20","period1","https://twitter.com/franssuper/status/1198357532642820102","2019-11-23 21:47:54+00:00","1198357532642820102","#PECZwolle mooi gewonnen met 3-1 van Fortuna. Goed gedaan mannen!!","franssuper","0","0","0","The Netherlands","2470","2032","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/theHeeenry/status/1198357225154240515","2019-11-23 21:46:41+00:00","1198357225154240515","Zetterer dr in voor Mous blijkt de juiste keuze te zijn! Wat mij betreft de nieuwe 1e keeper! #peczwolle","theHeeenry","2","0","3","0592 🤡","524","292","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/Jeroenvtiel/status/1198356815026761729","2019-11-23 21:45:03+00:00","1198356815026761729","Vak Noord slaat plank mis met vuurwerk op veld!!! Mooie reactie rest van stadion 👍. Naar vuurwerk komen we wel weer goed terug met de winst!

Minst slechte heeft gelukkig de 3 punten. Het blijft zwaar, maar we sprokkelen punten, voetbal is echt qut!

#pecfor #peczwolle","Jeroenvtiel","0","0","0","Zwolle, Nederland","65","116","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/michael15071997/status/1198356715852500993","2019-11-23 21:44:40+00:00","1198356715852500993","Ongekende wereldgoal Goossens weerhoudt Willem II van derde plek https://t.co/xBqajfo2Ww
#ADOWIL #ADODenHaag #WillemII #Eredivisie #Voetbal #ADO #DenHaag #Willem2 #Tilburg","michael15071997","0","0","0","","1276","2678","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/HellasFooty/status/1198356334791380993","2019-11-23 21:43:09+00:00","1198356334791380993","Donis 69th min on #Reims 
Kiomourtzoglou 90min #Heracles
J Nikolaou 90min #Dresden
P Vlachodimos 90min #SGSonnenhof

Manolas, Karnezis, Retsos, Durmishaj &amp; Strezos DNP for their clubs respectively.","HellasFooty","0","0","3","","5260","1326","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/HellasFooty/status/1198356332610371584","2019-11-23 21:43:08+00:00","1198356332610371584","#GreeksAbroad wrap up,
Sokratis 90min + yellow #Arsenal
Siovas 90min #Leganes
Lambropoulos 90min #RCDeportivo
D Nikolaou 90min #Empoli
Vasiliadis 41min #SCPaderborn
Chatzidiakos 90min #AZAlkmaar
Pavlidis 90min + 2 goals &amp; Vrousai 54min sub in + 1 assist #WillemII https://t.co/rRI34orQ2K","HellasFooty","1","2","12","","5260","1326","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/groengeelharttv/status/1198356132747718657","2019-11-23 21:42:21+00:00","1198356132747718657","Goossens bezorgt ADO punt door wereldgoal https://t.co/ss4NglzP63 #ADO #FCDH #ADODENHAAG","groengeelharttv","0","0","0","Den Haag","3929","277","<a href=""http://www.groengeelhart.nl"" rel=""nofollow"">GGHtoWP</a>"
"season19/20","period1","https://twitter.com/futbolecuador/status/1198355640982343680","2019-11-23 21:40:23+00:00","1198355640982343680","De a poco se adapta más (RESUMEN) #WillemII y Jhonny Quiñónez se dejaron venir https://t.co/sx8IeMicD2 https://t.co/NjdSwGzBJY","futbolecuador","0","0","0","Ecuador","259718","278","<a href=""http://www.misiva.com.ec"" rel=""nofollow"">misiva.com.ec</a>"
"season19/20","period1","https://twitter.com/PECZwolle/status/1198355576897622028","2019-11-23 21:40:08+00:00","1198355576897622028","Wedstrijdverslag | PEC Zwolle boekt kostbare zege op Fortuna Sittard: https://t.co/vnRgLsQexX #pecfor #peczwolle https://t.co/qWomwqkz2M","PECZwolle","0","4","12","Zwolle, Nederland","68171","125","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/VoetbalPrimeur/status/1198355548196016129","2019-11-23 21:40:01+00:00","1198355548196016129","Na een knotsgek Haags kwartiertje sluiten Willem II en ADO Den Haag af op 3-3 : https://t.co/2m6bg8Pq0H #ADODenHaag #WillemII","VoetbalPrimeur","0","1","2","","57283","465","<a href=""http://www.voetbalprimeur.nl"" rel=""nofollow"">VoetbalPrimeur.nl News API</a>"
"season19/20","period1","https://twitter.com/ADODHFeed/status/1198355387826790400","2019-11-23 21:39:23+00:00","1198355387826790400","Heerlijke uithaal bezorgt ADO punt tegen sterker Willem II #adodenhaag https://t.co/55FqF2kQJi","ADODHFeed","0","0","0","Den Haag, Zuid-Holland","103","338","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period1","https://twitter.com/Soccernews_nl/status/1198355050122416130","2019-11-23 21:38:02+00:00","1198355050122416130","Heerlijke uithaal bezorgt ADO punt tegen sterker Willem II #adowil #adodenhaag #willemii https://t.co/WoKqaDWGX0 https://t.co/o5IlLfrct6","Soccernews_nl","0","0","1","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period1","https://twitter.com/SHeerenveenFeed/status/1198354948527992832","2019-11-23 21:37:38+00:00","1198354948527992832","Real-fans kunnen hun ogen niet geloven bij zien Ödegaard https://t.co/KNjSssrA3t #scheerenveen #heerenveen","SHeerenveenFeed","0","0","0","Heerenveen, Friesland","86","299","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198354852394483713","2019-11-23 21:37:15+00:00","1198354852394483713","EINDE wedstrijd. 3-3 in Den Haag, waar Willem II met 2-5 had moeten winnen. Zonde, zonde. #willemii #adowil","BD_WillemII","0","0","5","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198354636756934656","2019-11-23 21:36:24+00:00","1198354636756934656","90+3. Geel Pavlidis. #willemii #adowil  3-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198354461950988295","2019-11-23 21:35:42+00:00","1198354461950988295","90+2. Corner Willem II. #willemii #adowil  3-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198354385610391553","2019-11-23 21:35:24+00:00","1198354385610391553","90+1. Ongelooflijk dat Willem II hier de kaas nog van het brood laat halen. Dit had een overwinning moeten zijn voor de Tricolores. #willemii #adowil  3-3","BD_WillemII","0","0","1","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198354057947238400","2019-11-23 21:34:06+00:00","1198354057947238400","Nog 3 minuten extra tijd. #willemii #adowil  3-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/francGuerrieri/status/1198353902527295489","2019-11-23 21:33:29+00:00","1198353902527295489","#Boadu è una macchina da gol 💥 Dopo aver segnato al debutto con l’Olanda 🇳🇱 torna all’#AzAlkmaar e va in doppia cifra in #Eredivisie: 10 reti in campoonato, 16 totali da inizio stagione https://t.co/RlKTAScFFf","francGuerrieri","0","0","0","Milano, Lombardia","1327","1943","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198353887117266949","2019-11-23 21:33:25+00:00","1198353887117266949","90. En nog een corner voor ADO. Gaat Willem II het nu helemaal weggeven nog? #willemii #adowil  3-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/Keesje1974/status/1198353783601999872","2019-11-23 21:33:01+00:00","1198353783601999872","Ik weet niet wat er in de thee zat bij #adodenhaag in de rust. Maar dat wil ik ook #adowil","Keesje1974","0","0","0","","405","850","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198353608187826183","2019-11-23 21:32:19+00:00","1198353608187826183","88. Quinonez wil de bal ver weg schieten, maar dat lukt niet. De bal belandt bij John Goossens, die van 25 meter snoeihard in de kruising schiet: 3-3.#willemii #adowil","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/feytograaf/status/1198353192884604929","2019-11-23 21:30:40+00:00","1198353192884604929","#soccerplayer z._redmond was ready for
the match #psvO14 against #feyenoordO14 #feyenoord #rotterdam #rotterdamzuid #fussball #fotball #futbol #futsal #soccer #red #ball #varkenoord  #adidas #soccermatch #toptags… https://t.co/cedvDCpAyh","feytograaf","0","0","0","Rotterdam, Nederland","25","33","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198353138513825797","2019-11-23 21:30:27+00:00","1198353138513825797","87. ADO pompt alle ballen hoog voor de pot. Alles of niks. Willem II wankelt. #willemii #adowil  2-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198352865590251520","2019-11-23 21:29:22+00:00","1198352865590251520","86. Vrije trap ADO, dat net scoorde uit een corner... #willemii #adowil 2-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198352239867367424","2019-11-23 21:26:52+00:00","1198352239867367424","81. Wordt het toch nog spannend. ADO scoort: 2-3 in Den Haag. #willemii #adowil  2-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/metaalarbeider/status/1198351417985118208","2019-11-23 21:23:36+00:00","1198351417985118208","De scheidsrechter vertelt de Duitse #WillemII keeper of hij zich niet wil aanstellen. Nu kijk ik geregeld Bundesliga wedstrijden, maar waar komt dit misselijkmakende gedrag van Duitse spelers eigenlijk vandaan? Te pas en te onpas schwalbes (struikelpartijen) maken. #adowil","metaalarbeider","0","0","0","Rotterdam-West","3513","1995","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198351026492989441","2019-11-23 21:22:03+00:00","1198351026492989441","78. Na de wissel gaat Heerkens linksback en Nieuwkoop rechtsback spelen. Quinones op het middenveld ipv Nieuwkoop. #willemii #adowil 1-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198350880434769922","2019-11-23 21:21:28+00:00","1198350880434769922","77. Derde wissel Willem II. Nelom eraf, Quinonez erin. #willemii #adowil 1-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/PECZwolle/status/1198350683927457793","2019-11-23 21:20:41+00:00","1198350683927457793","Rick Dekker: ,,Dit is een heerlijke overwinning. Gelukkig hebben we het over de streep getrokken. Op deze manier moeten we verder."" #pecfor #peczwolle https://t.co/ielYT4RFea","PECZwolle","0","0","4","Zwolle, Nederland","68171","125","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/De_Dwarslat/status/1198350410077163524","2019-11-23 21:19:36+00:00","1198350410077163524","De twee topbestormers FC Utrecht en AZ troffen elkaar vanavond in een volle Galgenwaard. De Alkmaarders bleken het sterkste.
#fcuaz #utraz #fcutrecht #az #Galgenwaard https://t.co/BabZXJcoxO","De_Dwarslat","0","0","0","sous la barre transversale","702","236","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198350384634437633","2019-11-23 21:19:30+00:00","1198350384634437633","76. Kansen voor ADO nu. Willem II doet er verstandig aan in de counter 'even' de 1-4 te maken. #willemii #adowil 1-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/VoetbalPrimeur/status/1198350261804249091","2019-11-23 21:19:01+00:00","1198350261804249091","Calvin Stengs kwam met een goed gevoel terug van Oranje, maar speelde naar eigen zeggen 'zijn slechtste wedstrijd dit seizoen' tegen Utrecht : https://t.co/Yv9FkhCMGB #AZAlkmaar","VoetbalPrimeur","0","0","0","","57283","465","<a href=""http://www.voetbalprimeur.nl"" rel=""nofollow"">VoetbalPrimeur.nl News API</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198350200944971777","2019-11-23 21:18:46+00:00","1198350200944971777","75. ADO heeft de geest weer. Houdt Willem II stand in Den Haag? #willemii #adowil  1-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/hennie_rutgers/status/1198349995726065664","2019-11-23 21:17:57+00:00","1198349995726065664","@MijnVitesse @GelreDome @wilfriedbony Een hakbal van @wilfriedbony was destijds de winnende. #Vitesse https://t.co/z6wgtHm5i7","hennie_rutgers","0","0","3","Arnhem, Nederland","279","512","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/BD_WillemII/status/1198349729953992704","2019-11-23 21:16:54+00:00","1198349729953992704","73. Grote kans op 2-3 voor ADO. Daar ontsnapt Willem II. Wellenreuther bokste de bal weg. #willemii #adowil 1-3","BD_WillemII","0","0","0","","5851","410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period1","https://twitter.com/PECZwolle/status/1198349390836043776","2019-11-23 21:15:33+00:00","1198349390836043776","John Stegeman: ,,Fortuna heeft ons zeer goed partij geboden. Al hadden we die 3-0 écht moeten maken, dan voetbal je veel makkelijker."" #pecfor #peczwolle https://t.co/sgXguWFEjZ","PECZwolle","0","1","4","Zwolle, Nederland","68171","125","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period1","https://twitter.com/jansmit69/status/1198348669256384513","2019-11-23 21:12:41+00:00","1198348669256384513","Drie punten. En daar moeten we heel blij mee zijn, want er zullen er voorlopig niet veel bij komen. Matig, matig. #peczwolle #pecfor 😄🤔","jansmit69","0","0","0","Zwolle","77","178","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
"season19/20","period1","https://twitter.com/igame4life1/status/1198348443556569088","2019-11-23 21:11:47+00:00","1198348443556569088","AFC Ajax vs Heracles(4-1) 2019-2020 Eredivisie Post Game Reaction - Haki... https://t.co/hqefTmGtYj via @YouTube #ajaher #Ajax #Heracles #Eredivisie #aja #her #quincypromes #ziyech #hakimziyech #huntelaar #serginodest #dest #football #footballreview","igame4life1","0","0","0","The Gamers Lounge","17921","19503","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"season19/20","period1","https://twitter.com/Soccernews_nl/status/1198348253672198145","2019-11-23 21:11:02+00:00","1198348253672198145","Van den Brom verliest van Slot: ""Met een lucky op 0-1"" #utraz #fcutrecht #azalkmaar https://t.co/UPHm2q0GCb https://t.co/ZO2fzfXwKB","Soccernews_nl","0","0","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
